example_id,video_feature_path,audio_feature_path,label
27,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0027.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0027.npy,sad
28,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0028.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0028.npy,sad
29,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0029.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0029.npy,angry
30,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0030.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0030.npy,angry
31,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0031.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0031.npy,angry
32,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0032.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0032.npy,angry
33,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0033.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0033.npy,angry
34,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0034.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0034.npy,angry
35,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0035.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0035.npy,angry
36,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0036.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0036.npy,angry
37,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0037.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0037.npy,afraid
38,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0038.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0038.npy,afraid
39,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0039.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0039.npy,afraid
40,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0040.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0040.npy,afraid
41,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0041.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0041.npy,afraid
42,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0042.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0042.npy,afraid
43,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0043.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0043.npy,afraid
44,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0044.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0044.npy,afraid
45,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0045.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0045.npy,disgusted
46,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0046.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0046.npy,disgusted
47,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0047.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0047.npy,disgusted
48,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0048.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0048.npy,disgusted
49,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0049.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0049.npy,disgusted
50,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0050.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0050.npy,disgusted
51,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0051.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0051.npy,disgusted
52,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0052.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0052.npy,disgusted
53,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0053.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0053.npy,surprised
54,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0054.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0054.npy,surprised
55,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0055.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0055.npy,surprised
56,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0056.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0056.npy,surprised
57,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0057.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0057.npy,surprised
58,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0058.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0058.npy,surprised
59,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0059.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0059.npy,surprised
60,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0060.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0060.npy,surprised
61,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0061.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0061.npy,neutral
62,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0062.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0062.npy,neutral
63,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0063.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0063.npy,neutral
64,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0064.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0064.npy,neutral
65,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0065.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0065.npy,calm
66,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0066.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0066.npy,calm
67,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0067.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0067.npy,calm
68,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0068.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0068.npy,calm
69,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0069.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0069.npy,calm
70,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0070.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0070.npy,calm
71,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0071.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0071.npy,calm
72,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0072.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0072.npy,calm
73,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0073.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0073.npy,happy
74,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0074.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0074.npy,happy
75,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0075.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0075.npy,happy
76,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0076.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0076.npy,happy
77,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0077.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0077.npy,happy
78,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0078.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0078.npy,happy
79,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0079.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0079.npy,happy
80,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0080.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0080.npy,happy
81,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0081.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0081.npy,sad
82,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0082.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0082.npy,sad
83,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0083.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0083.npy,sad
84,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0084.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0084.npy,sad
85,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0085.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0085.npy,sad
86,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0086.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0086.npy,sad
87,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0087.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0087.npy,sad
88,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0088.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0088.npy,sad
89,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0089.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0089.npy,angry
90,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0090.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0090.npy,angry
91,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0091.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0091.npy,angry
92,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0092.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0092.npy,angry
93,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0093.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0093.npy,angry
94,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0094.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0094.npy,angry
95,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0095.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0095.npy,angry
96,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0096.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0096.npy,angry
97,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0097.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0097.npy,afraid
98,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0098.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0098.npy,afraid
99,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0099.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0099.npy,afraid
100,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0100.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0100.npy,afraid
101,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0101.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0101.npy,afraid
102,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0102.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0102.npy,afraid
103,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0103.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0103.npy,afraid
104,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0104.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0104.npy,afraid
105,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0105.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0105.npy,disgusted
106,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0106.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0106.npy,disgusted
107,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0107.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0107.npy,disgusted
108,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0108.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0108.npy,disgusted
109,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0109.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0109.npy,disgusted
110,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0110.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0110.npy,disgusted
111,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0111.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0111.npy,disgusted
112,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0112.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0112.npy,disgusted
113,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0113.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0113.npy,surprised
114,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0114.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0114.npy,surprised
115,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0115.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0115.npy,surprised
116,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0116.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0116.npy,surprised
117,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0117.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0117.npy,surprised
118,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0118.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0118.npy,surprised
119,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0119.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0119.npy,surprised
120,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0120.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0120.npy,surprised
121,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0121.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0121.npy,neutral
122,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0122.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0122.npy,neutral
123,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0123.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0123.npy,neutral
124,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0124.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0124.npy,neutral
125,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0125.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0125.npy,calm
126,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0126.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0126.npy,calm
127,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0127.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0127.npy,calm
128,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0128.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0128.npy,calm
129,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0129.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0129.npy,calm
130,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0130.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0130.npy,calm
131,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0131.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0131.npy,calm
132,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0132.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0132.npy,calm
133,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0133.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0133.npy,happy
134,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0134.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0134.npy,happy
135,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0135.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0135.npy,happy
136,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0136.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0136.npy,happy
137,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0137.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0137.npy,happy
138,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0138.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0138.npy,happy
139,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0139.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0139.npy,happy
140,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0140.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0140.npy,happy
141,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0141.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0141.npy,sad
142,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0142.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0142.npy,sad
143,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0143.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0143.npy,sad
144,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0144.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0144.npy,sad
145,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0145.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0145.npy,sad
146,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0146.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0146.npy,sad
147,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0147.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0147.npy,sad
148,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0148.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0148.npy,sad
149,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0149.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0149.npy,angry
150,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0150.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0150.npy,angry
151,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0151.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0151.npy,angry
152,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0152.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0152.npy,angry
153,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0153.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0153.npy,angry
154,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0154.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0154.npy,angry
155,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0155.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0155.npy,angry
156,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0156.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0156.npy,angry
157,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0157.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0157.npy,afraid
158,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0158.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0158.npy,afraid
159,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0159.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0159.npy,afraid
160,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0160.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0160.npy,afraid
161,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0161.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0161.npy,afraid
162,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0162.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0162.npy,afraid
163,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0163.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0163.npy,afraid
164,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0164.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0164.npy,afraid
165,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0165.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0165.npy,disgusted
166,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0166.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0166.npy,disgusted
167,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0167.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0167.npy,disgusted
168,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0168.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0168.npy,disgusted
169,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0169.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0169.npy,disgusted
170,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0170.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0170.npy,disgusted
171,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0171.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0171.npy,disgusted
172,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0172.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0172.npy,disgusted
173,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0173.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0173.npy,surprised
174,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0174.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0174.npy,surprised
175,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0175.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0175.npy,surprised
176,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0176.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0176.npy,surprised
177,/mnt/c/users/admin/desktop/rp/dataset/feats/video/vid0177.npy,/mnt/c/users/admin/desktop/rp/dataset/feats/audio/aud0177.npy,surprised
