example_id,video_feature_path,audio_feature_path,label
25,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-01.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-01.npy,neutral
26,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-02.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-02.npy,neutral
27,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-03.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-03.npy,neutral
28,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-04.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-04.npy,neutral
29,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-05.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-05.npy,neutral
30,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-06.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-06.npy,neutral
31,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-07.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-07.npy,neutral
32,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-08.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-08.npy,neutral
33,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-09.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-09.npy,neutral
34,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-10.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-10.npy,neutral
35,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-11.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-11.npy,neutral
36,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-12.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-12.npy,neutral
37,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-13.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-13.npy,neutral
38,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-14.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-14.npy,neutral
39,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-15.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-15.npy,neutral
40,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-16.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-16.npy,neutral
41,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-17.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-17.npy,neutral
42,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-18.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-18.npy,neutral
43,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-19.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-19.npy,neutral
44,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-20.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-20.npy,neutral
45,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-21.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-21.npy,neutral
46,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-22.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-22.npy,neutral
47,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-23.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-23.npy,neutral
48,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-01-02-24.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-01-02-24.npy,neutral
49,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-01.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-01.npy,neutral
50,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-02.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-02.npy,neutral
51,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-03.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-03.npy,neutral
52,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-04.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-04.npy,neutral
53,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-05.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-05.npy,neutral
54,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-06.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-06.npy,neutral
55,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-07.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-07.npy,neutral
56,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-08.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-08.npy,neutral
57,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-09.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-09.npy,neutral
58,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-10.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-10.npy,neutral
59,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-11.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-11.npy,neutral
60,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-12.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-12.npy,neutral
61,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-13.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-13.npy,neutral
62,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-14.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-14.npy,neutral
63,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-15.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-15.npy,neutral
64,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-16.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-16.npy,neutral
65,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-17.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-17.npy,neutral
66,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-18.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-18.npy,neutral
67,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-19.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-19.npy,neutral
68,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-20.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-20.npy,neutral
69,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-21.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-21.npy,neutral
70,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-22.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-22.npy,neutral
71,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-23.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-23.npy,neutral
72,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-01-24.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-01-24.npy,neutral
73,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-01.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-01.npy,neutral
74,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-02.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-02.npy,neutral
75,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-03.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-03.npy,neutral
76,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-04.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-04.npy,neutral
77,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-05.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-05.npy,neutral
78,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-06.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-06.npy,neutral
79,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-07.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-07.npy,neutral
80,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-08.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-08.npy,neutral
81,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-09.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-09.npy,neutral
82,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-10.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-10.npy,neutral
83,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-11.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-11.npy,neutral
84,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-12.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-12.npy,neutral
85,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-13.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-13.npy,neutral
86,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-14.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-14.npy,neutral
87,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-15.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-15.npy,neutral
88,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-16.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-16.npy,neutral
89,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-17.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-17.npy,neutral
90,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-18.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-18.npy,neutral
91,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-19.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-19.npy,neutral
92,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-20.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-20.npy,neutral
93,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-21.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-21.npy,neutral
94,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-22.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-22.npy,neutral
95,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-23.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-23.npy,neutral
96,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-01-01-02-02-24.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-01-01-02-02-24.npy,neutral
97,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-01.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-01.npy,calm
98,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-02.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-02.npy,calm
99,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-03.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-03.npy,calm
100,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-04.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-04.npy,calm
101,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-05.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-05.npy,calm
102,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-06.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-06.npy,calm
103,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-07.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-07.npy,calm
104,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-08.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-08.npy,calm
105,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-09.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-09.npy,calm
106,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-10.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-10.npy,calm
107,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-11.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-11.npy,calm
108,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-12.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-12.npy,calm
109,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-13.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-13.npy,calm
110,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-14.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-14.npy,calm
111,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-15.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-15.npy,calm
112,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-16.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-16.npy,calm
113,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-17.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-17.npy,calm
114,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-18.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-18.npy,calm
115,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-19.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-19.npy,calm
116,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-20.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-20.npy,calm
117,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-21.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-21.npy,calm
118,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-22.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-22.npy,calm
119,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-23.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-23.npy,calm
120,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-01-24.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-01-24.npy,calm
121,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-01.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-01.npy,calm
122,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-02.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-02.npy,calm
123,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-03.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-03.npy,calm
124,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-04.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-04.npy,calm
125,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-05.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-05.npy,calm
126,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-06.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-06.npy,calm
127,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-07.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-07.npy,calm
128,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-08.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-08.npy,calm
129,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/videos/02-01-02-01-01-02-09.npy,/mnt/c/users/admin/desktop/rp/dataset/ravdess/feats/audio/03-01-02-01-01-02-09.npy,calm
